appid,categories
1254370,Steam Achievements
1366700,Single-player
1366700,Steam Achievements
1366700,Full controller support
1366700,Captions available
393080,Single-player
393080,Multi-player
393080,PvP
393080,Online PvP
393080,Co-op
393080,Online Co-op
393080,Steam Achievements
460930,Single-player
460930,Multi-player
460930,Co-op
460930,Steam Trading Cards
460930,In-App Purchases
460930,Partial Controller Support
466560,Single-player
466560,Multi-player
466560,PvP
466560,Online PvP
466560,Co-op
466560,Online Co-op
466560,Steam Achievements
466560,Steam Trading Cards
466560,Steam Cloud
476600,Single-player
476600,Multi-player
476600,PvP
476600,Online PvP
476600,Shared/Split Screen PvP
476600,Co-op
476600,Online Co-op
476600,Shared/Split Screen Co-op
476600,Steam Achievements
476600,Full controller support
476600,Steam Trading Cards
476600,In-App Purchases
476600,Steam Cloud
476600,Valve Anti-Cheat enabled
476600,Remote Play on TV
481510,Single-player
481510,Steam Achievements
481510,Full controller support
481510,Steam Trading Cards
481510,Remote Play on TV
488860,Single-player
488860,Multi-player
488860,Co-op
488860,Shared/Split Screen Co-op
488860,Shared/Split Screen
488860,Partial Controller Support
488860,Remote Play Together
502500,Single-player
502500,Multi-player
502500,PvP
502500,Online PvP
502500,Steam Achievements
502500,Full controller support
502500,Steam Trading Cards
502500,Steam Cloud
509980,Single-player
509980,Multi-player
509980,Co-op
509980,Online Co-op
509980,Steam Achievements
509980,Steam Trading Cards
1388260,Single-player
1412310,Single-player
1412310,Steam Achievements
1434230,Single-player
1437600,Single-player
1439550,Single-player
1439550,Partial Controller Support
1447410,Single-player
1447410,Steam Achievements
1447410,Full controller support
1447410,Steam Leaderboards
776000,Single-player
776000,Steam Achievements
776000,Captions available
776000,Steam Cloud
1031460,Single-player
1031460,Full controller support
1259740,Single-player
239820,Single-player
239820,Steam Achievements
239820,Steam Trading Cards
239820,Steam Workshop
239820,Steam Cloud
239820,Remote Play on Tablet
240720,Single-player
240720,Partial Controller Support
240720,Commentary available
240720,Remote Play on Phone
240720,Remote Play on Tablet
241910,Single-player
241910,Steam Achievements
241910,Steam Trading Cards
241910,Steam Cloud
241930,Single-player
241930,Steam Achievements
241930,Full controller support
241930,Steam Trading Cards
241930,Steam Cloud
242050,Single-player
242050,Multi-player
242050,In-App Purchases
242760,Single-player
242760,Multi-player
242760,Co-op
242760,Online Co-op
242760,LAN Co-op
242760,Partial Controller Support
242760,Steam Cloud
243200,Single-player
243200,Steam Achievements
243200,Steam Trading Cards
243200,Steam Cloud
244210,Single-player
244210,Multi-player
244210,PvP
244210,Online PvP
244210,Steam Achievements
244210,Partial Controller Support
244210,Steam Leaderboards
244210,Includes level editor
244450,Single-player
244450,Multi-player
244450,Co-op
244450,Steam Achievements
244450,Steam Trading Cards
244450,Steam Workshop
244450,Steam Cloud
244450,Stats
244450,Steam Leaderboards
244450,Includes level editor
245620,Single-player
245620,Multi-player
245620,Co-op
245620,Cross-Platform Multiplayer
245620,Steam Achievements
245620,Steam Trading Cards
245620,Steam Workshop
245620,Steam Cloud
245620,Includes level editor
246900,Single-player
246900,Multi-player
246900,Co-op
246900,Online Co-op
246900,LAN Co-op
246900,Shared/Split Screen Co-op
246900,Shared/Split Screen
246900,Steam Achievements
246900,Full controller support
246900,Steam Trading Cards
246900,Steam Workshop
246900,Steam Cloud
246900,Includes level editor
247660,Single-player
247660,Steam Achievements
247660,Full controller support
247660,Steam Trading Cards
247910,Single-player
247910,Multi-player
247910,Co-op
247910,Steam Achievements
247910,Steam Trading Cards
247910,Partial Controller Support
247910,Steam Cloud
247910,Steam Leaderboards
249130,Single-player
249130,Multi-player
249130,Shared/Split Screen
249130,Steam Achievements
249130,Full controller support
249130,Steam Cloud
249130,Remote Play on Phone
249130,Remote Play on Tablet
249130,Remote Play on TV
249130,Remote Play Together
250320,Single-player
250320,Steam Achievements
250320,Full controller support
250320,Remote Play on TV
250620,Single-player
250620,Steam Achievements
250620,Full controller support
250620,Steam Trading Cards
250620,Steam Cloud
250620,Remote Play on TV
250760,Single-player
250760,Multi-player
250760,PvP
250760,Shared/Split Screen PvP
250760,Co-op
250760,Shared/Split Screen Co-op
250760,Shared/Split Screen
250760,Steam Achievements
250760,Full controller support
250760,Steam Trading Cards
250760,Steam Cloud
250760,Remote Play on Phone
250760,Remote Play on Tablet
250760,Remote Play on TV
250760,Remote Play Together
250900,Single-player
250900,Multi-player
250900,Shared/Split Screen
250900,Steam Achievements
250900,Full controller support
250900,Steam Trading Cards
250900,Steam Cloud
250900,Remote Play on TV
250900,Remote Play Together
251570,Single-player
251570,Multi-player
251570,Co-op
251570,Cross-Platform Multiplayer
251570,Steam Achievements
251570,Full controller support
251570,Steam Trading Cards
251570,Includes level editor
251570,Remote Play on Tablet
251570,Remote Play on TV
252950,Single-player
252950,Multi-player
252950,PvP
252950,Online PvP
252950,Shared/Split Screen PvP
252950,Co-op
252950,Online Co-op
252950,Shared/Split Screen Co-op
252950,Shared/Split Screen
252950,Cross-Platform Multiplayer
252950,Steam Achievements
252950,Full controller support
252950,Steam Trading Cards
252950,Steam Workshop
252950,Steam Cloud
252950,Stats
252950,Remote Play on Phone
252950,Remote Play on Tablet
252950,Remote Play on TV
252950,Remote Play Together
253250,Single-player
253250,Multi-player
253250,PvP
253250,Online PvP
253250,Shared/Split Screen PvP
253250,Co-op
253250,Online Co-op
253250,Shared/Split Screen Co-op
253250,Steam Trading Cards
253250,Steam Workshop
253250,Remote Play Together
254700,Single-player
254700,Steam Achievements
254700,Full controller support
254700,Steam Trading Cards
254700,Captions available
254700,Steam Cloud
254700,Steam Leaderboards
255710,Single-player
255710,Steam Achievements
255710,Steam Trading Cards
255710,Steam Workshop
255710,Partial Controller Support
255710,Steam Cloud
255710,Includes level editor
255710,Remote Play on Tablet
257420,Single-player
257420,Multi-player
257420,Co-op
257420,Online Co-op
257420,Steam Achievements
257420,Partial Controller Support
257420,Steam Cloud
261030,Single-player
261030,Steam Achievements
261030,Full controller support
262280,Single-player
262280,Multi-player
262280,Cross-Platform Multiplayer
262280,Steam Achievements
262280,Steam Trading Cards
262280,Partial Controller Support
262280,Steam Cloud
263280,Single-player
263280,Multi-player
263280,PvP
263280,Online PvP
263280,Co-op
263280,Online Co-op
263280,Steam Achievements
263280,Steam Trading Cards
263280,Steam Workshop
263280,Partial Controller Support
263280,Includes level editor
263980,Single-player
263980,Steam Achievements
263980,Full controller support
263980,Steam Trading Cards
263980,Steam Cloud
263980,Stats
265300,Single-player
265300,Steam Achievements
265300,Steam Trading Cards
265300,Partial Controller Support
265300,Steam Cloud
265930,Single-player
265930,Multi-player
265930,Shared/Split Screen
265930,Steam Achievements
265930,Full controller support
265930,Steam Trading Cards
265930,Steam Workshop
265930,Steam Cloud
265930,Steam Leaderboards
265930,Includes level editor
265930,Remote Play on TV
265930,Remote Play Together
266840,Single-player
266840,Multi-player
266840,Co-op
266840,Steam Achievements
266840,Steam Trading Cards
266840,Steam Workshop
266840,Steam Cloud
266840,Stats
266840,Steam Leaderboards
266840,Includes level editor
269210,Single-player
269210,Multi-player
269210,PvP
269210,Online PvP
269210,Shared/Split Screen PvP
269210,Co-op
269210,Online Co-op
269210,Shared/Split Screen Co-op
269210,Shared/Split Screen
269210,Cross-Platform Multiplayer
269210,Steam Achievements
269210,Full controller support
269210,Steam Trading Cards
269210,Steam Cloud
269210,Remote Play on TV
269210,Remote Play Together
270880,Single-player
270880,Steam Achievements
270880,Steam Trading Cards
270880,Steam Workshop
270880,Partial Controller Support
270880,Steam Cloud
270880,Includes level editor
270880,Remote Play Together
273350,Single-player
273350,Multi-player
273350,Co-op
273350,Full controller support
273350,Steam Trading Cards
273350,Valve Anti-Cheat enabled
274170,Single-player
274170,Steam Achievements
274170,Full controller support
274170,Steam Workshop
274170,Steam Leaderboards
274170,Includes level editor
274170,Remote Play on TV
275850,Single-player
275850,Multi-player
275850,PvP
275850,Online PvP
275850,Co-op
275850,Online Co-op
275850,Steam Achievements
275850,Full controller support
275850,Steam Cloud
275850,Remote Play on Tablet
275850,Remote Play on TV
278360,Single-player
278360,Steam Achievements
278360,Full controller support
278360,Steam Trading Cards
278360,Steam Cloud
489460,Single-player
489460,Steam Achievements
489460,Steam Trading Cards
489460,Steam Workshop
489460,Steam Cloud
489830,Single-player
489830,Steam Achievements
489830,Partial Controller Support
489830,Steam Cloud
489830,Remote Play on Phone
489830,Remote Play on Tablet
489940,Multi-player
489940,PvP
489940,Online PvP
489940,Steam Achievements
489940,Steam Workshop
489940,In-App Purchases
489940,Partial Controller Support
491950,Single-player
491950,Steam Achievements
491950,Steam Trading Cards
491950,Steam Cloud
493580,Single-player
495280,Single-player
495280,Steam Achievements
495280,Full controller support
495280,Steam Trading Cards
495280,Steam Cloud
496240,Multi-player
496240,PvP
496240,Online PvP
496240,Co-op
496240,Online Co-op
496240,Cross-Platform Multiplayer
496240,SteamVR Collectibles
496460,Single-player
496460,Steam Workshop
496460,Steam Cloud
499520,Single-player
499520,Steam Achievements
499520,Full controller support
499520,Steam Trading Cards
499520,Steam Cloud
499520,Remote Play on TV
502520,Single-player
502520,Steam Achievements
502520,Steam Trading Cards
503350,Single-player
503350,Multi-player
503350,PvP
503350,Online PvP
503350,Co-op
503350,Online Co-op
503350,Cross-Platform Multiplayer
503350,Steam Achievements
503350,Full controller support
503350,Steam Trading Cards
503350,Steam Cloud
503350,Remote Play on TV
504230,Single-player
504230,Steam Achievements
504230,Full controller support
504230,Steam Trading Cards
504230,Steam Cloud
504230,Remote Play on Phone
504230,Remote Play on Tablet
504230,Remote Play on TV
504370,Single-player
504370,Multi-player
504370,PvP
504370,Online PvP
504370,In-App Purchases
504370,Steam Cloud
508440,Single-player
508440,Partial Controller Support
508440,Remote Play on Phone
508440,Remote Play on Tablet
510510,Single-player
510510,Multi-player
510510,Co-op
510510,Shared/Split Screen Co-op
510510,Shared/Split Screen
510510,Steam Achievements
510510,Full controller support
510510,Remote Play on TV
510510,Remote Play Together
514900,Single-player
514900,Steam Achievements
514900,Steam Trading Cards
514900,Partial Controller Support
514900,Steam Cloud
520440,Single-player
520440,Multi-player
520440,PvP
520440,Online PvP
520440,Shared/Split Screen PvP
520440,Shared/Split Screen
520440,Steam Achievements
520440,Full controller support
520440,Steam Trading Cards
520440,Steam Cloud
520440,Steam Leaderboards
520440,Remote Play on Phone
520440,Remote Play on Tablet
520440,Remote Play on TV
520440,Remote Play Together
524220,Single-player
524220,Steam Achievements
524220,Steam Trading Cards
524220,Partial Controller Support
524220,Steam Cloud
524220,Remote Play on Phone
524220,Remote Play on Tablet
530070,Single-player
530070,Steam Achievements
530070,Full controller support
397060,Single-player
397060,Multi-player
397060,PvP
397060,Online PvP
397060,Co-op
397060,Online Co-op
397060,Steam Achievements
397060,Steam Trading Cards
397060,In-App Purchases
399810,Single-player
399810,Steam Achievements
399810,Full controller support
399810,Steam Trading Cards
399810,Steam Cloud
402710,Single-player
402710,Multi-player
402710,PvP
402710,Online PvP
402710,Co-op
402710,Online Co-op
409710,Single-player
409710,Steam Achievements
409710,Full controller support
409710,Steam Cloud
409710,Commentary available
409710,Remote Play on Phone
