name,appid,categories,genres,metacritic
Space Survivors Shooter,704430,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']","['Action', 'Casual', 'Early Access']",'metacritic'
Nimble Fish,704440,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
VR Furballs - Demolition,704470,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']","['Casual', 'Indie']",'metacritic'
Durak!,704480,"['Single-player', 'Multi-player', 'PvP', 'Online PvP']","['Casual', 'Indie', 'Simulation', 'Strategy']",'metacritic'
Mercury Fallen,704510,"['Single-player', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","['Indie', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
Battle Buddies VR,704520,"['Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Remote Play Together']","['Action', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
Bang Bang Fruit 2,703920,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
Ball 2D: Soccer Online,703940,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer']","['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation', 'Sports']",'metacritic'
Just Fishing,703950,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Steam Leaderboards']","['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",'metacritic'
MORDER,703960,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']","['Action', 'Indie', 'Simulation']",'metacritic'
Protoball,703970,"['Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","['Action', 'Sports', 'Early Access']",'metacritic'
Star Wars: Imperial Assault - Legends of the Alliance,703980,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Cloud', 'Remote Play Together']","['Adventure', 'RPG']",'metacritic'
Gunhead,704000,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV']","['Action', 'Adventure', 'Indie']",'metacritic'
LongStory,704010,['Single-player'],"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",'metacritic'
Master Arena (Alpha),704020,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']","['Action', 'Indie', 'Early Access']",'metacritic'
Castle Clicker,704040,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","['Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",'metacritic'
Robots.io,704070,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Partial Controller Support']","['Action', 'Indie', 'Massively Multiplayer']",'metacritic'
Gunhouse,704110,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Action', 'Indie']",'metacritic'
Edge Of Existence,704140,"['Single-player', 'Multi-player']","['Action', 'Casual', 'Strategy', 'Early Access']",'metacritic'
Bitcoin Collector,704190,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action', 'Adventure', 'Casual', 'Indie']",'metacritic'
The Chronicles of Nyanya,704200,"['Single-player', 'Steam Achievements', 'Full controller support']","['Adventure', 'Indie', 'RPG']","{'score': 78, 'url': 'https://www.metacritic.com/game/pc/the-chronicles-of-nyanya?ftag=MCD-06-10aaa1f'}"
Block Warriors,704210,['Single-player'],"['Action', 'Adventure', 'Racing', 'RPG']",'metacritic'
Generation Zero®,704270,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","['Action', 'Adventure']",'metacritic'
Virtual Space,703480,'categories',"['Utilities', 'Early Access']",'metacritic'
Flat Worlds,703490,['Single-player'],"['Indie', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
ReThink | Evolved,703500,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action', 'Casual', 'Indie', 'Strategy']",'metacritic'
Wooden Battles,703510,"['Single-player', 'Steam Workshop']","['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",'metacritic'
Grav Blazer Squared,703530,"['Single-player', 'Steam Achievements']","['Action', 'Casual', 'Indie']",'metacritic'
Algorithm,703540,['Single-player'],"['Casual', 'Indie']",'metacritic'
ASTRAL,703600,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","['Action', 'Adventure', 'Indie']",'metacritic'
Clash Force,703620,"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']","['Action', 'Indie']",'metacritic'
Gunship Battle2 VR: Steam Edition,700990,"['Single-player', 'Full controller support']","['Action', 'Simulation']",'metacritic'
Gurugedara,701010,"['Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer']","['Free to Play', 'Massively Multiplayer']",'metacritic'
Brinko,701020,['Single-player'],"['Adventure', 'Casual', 'Indie']",'metacritic'
CometStriker,701040,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","['Action', 'Indie']",'metacritic'
Supersonic Tank Cats,701080,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']","['Action', 'Indie', 'Racing', 'Early Access']",'metacritic'
Amoreon NightClub,701100,['Single-player'],"['Nudity', 'Free to Play', 'Simulation']",'metacritic'
REBOUND ARENA,701260,"['Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on TV']","['Action', 'Free to Play', 'Indie', 'Early Access']",'metacritic'
Askutron Quiz Show,701280,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play Together']","['Casual', 'Early Access']",'metacritic'
Legendary Mahjong,701290,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
KnightOut,700360,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Steam Leaderboards', 'Includes Source SDK', 'Remote Play Together']","['Indie', 'Early Access']",'metacritic'
Planet Bash,700400,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","['Action', 'Indie', 'Early Access']",'metacritic'
Jellyfish,700440,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",'metacritic'
Silentium 2D,700450,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen', 'Remote Play Together']","['Action', 'Indie']",'metacritic'
Nine Worlds - A Viking saga,700460,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']","['Action', 'Adventure', 'Casual', 'Indie']",'metacritic'
Selenophobia,700470,"['Single-player', 'Steam Cloud']","['Adventure', 'Indie', 'RPG']",'metacritic'
Microsoft Allegiance,700480,"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']","['Action', 'Free to Play', 'Simulation', 'Strategy']","{'score': 86, 'url': 'https://www.metacritic.com/game/pc/allegiance?ftag=MCD-06-10aaa1f'}"
玄龙棋 MysteryChess,700490,['Single-player'],"['Casual', 'Indie', 'Strategy']",'metacritic'
岚零之风 - Wind Horizon,700510,"['Single-player', 'Steam Achievements']","['Adventure', 'RPG']",'metacritic'
Shift Quantum,700520,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']","['Action', 'Adventure', 'Indie']",'metacritic'
Derora,700540,"['Single-player', 'Steam Leaderboards']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Early Access']",'metacritic'
Druid's Tale: Crystal Cave,700560,"['Single-player', 'Steam Achievements']","['Action', 'Casual', 'Indie', 'RPG', 'Simulation']",'metacritic'
Beyond the Void,700570,"['Multi-player', 'PvP', 'Online PvP']","['Free to Play', 'Indie', 'Strategy']",'metacritic'
Ghostly Horizon,700590,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Partial Controller Support', 'Remote Play Together']","['Action', 'Adventure', 'Indie', 'Early Access']",'metacritic'
DungeonGOGO,700610,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Indie']",'metacritic'
Temple of Aluxes,700620,['Single-player'],"['Adventure', 'Indie']",'metacritic'
Adventure Golf VR,700650,['Single-player'],"['Action', 'Adventure', 'Casual', 'Sports']",'metacritic'
Dice Tower Defense,700660,"['Single-player', 'Steam Achievements']","['Casual', 'Indie', 'Strategy']",'metacritic'
Keyboard Sports - Saving QWERTY,700720,['Single-player'],"['Action', 'Adventure', 'Indie']",'metacritic'
Dungeoneer,700730,['Single-player'],"['Nudity', 'Violent', 'Action', 'Adventure', 'RPG']",'metacritic'
